question,label
오늘 원주시 스모그 미세먼지,S-DATE S-LOCATION O O
한강 가는데 근처 미세먼지 알려줘,S-LOCATION O O O O
광화문 미세먼지 알려줘,S-LOCATION O O
통영시 스모그 미세먼지,S-LOCATION O O
광주시 스모그 알려줘,S-LOCATION O O
사천시 스모그 미세먼지,S-LOCATION O O
안산시 황사 알려줄래,S-LOCATION O O
여주시 미세먼지는,S-LOCATION O
파주시 황사 알려줘,S-LOCATION O O
남구 미세먼지 어때,S-LOCATION O O
수영구 미세먼지 알려줘,S-LOCATION O O
동래구 황사 궁금해,S-LOCATION O O
태백시 미세먼지 어때,S-LOCATION O O
설악산 가는데 근처 미세먼지 어떠니,S-LOCATION O O O O
한라산 가는데 근처 미세먼지 어때,S-LOCATION O O O O
성미산 가는데 근처 황사 미세먼지,S-LOCATION O O O O
하늘공원 가는데 근처 황사 궁금해,S-LOCATION O O O O
시청 가는데 근처 황사 궁금해,S-LOCATION O O O O
오늘 경리단길 가는데 황사 미세먼지,S-DATE S-LOCATION O O O
오늘 망리단길 가는데 미세먼지 어떠니,S-DATE S-LOCATION O O O
오늘 을왕리 가는데 근처 미세먼지 어때,S-DATE S-LOCATION O O O O
임자도 황사 미세먼지,S-LOCATION O O
교동도 황사 알려줘,S-LOCATION O O
자은도 가려는데 오늘 황사 알려줄래,S-LOCATION O S-DATE O O
압해도 가는데 황사 궁금해요,S-LOCATION O O O
대연평도 가려는데 오늘 황사 미세먼지,S-LOCATION O S-DATE O O
생일도 황사 알려주세요,S-LOCATION O O
원산도 오늘 황사 알려줘,S-LOCATION S-DATE O O
안도 오늘 황사 미세먼지,S-LOCATION S-DATE O O
오늘 죽도 미세먼지 어때,S-DATE S-LOCATION O O
외도 가는데 미세먼지 어때,S-LOCATION O O O
가덕도 오늘 미세먼지 알려줘,S-LOCATION S-DATE O O
석모도 황사 궁금해요,S-LOCATION O O
신의도 오늘 황사 알려줄래,S-LOCATION S-DATE O O
사랑도 오늘 미세먼지 알려줄래,S-LOCATION S-DATE O O
팔금도 오늘 미세먼지 궁금해,S-LOCATION S-DATE O O
외나로도 황사 알려줘,S-LOCATION O O
우도 황사 알려줘,S-LOCATION O O
선유도 오늘 미세먼지 어때,S-LOCATION S-DATE O O
영흥도 오늘 미세먼지 알려줄래,S-LOCATION S-DATE O O
중도 오늘 황사 알려줘,S-LOCATION S-DATE O O
도초도 황사 미세먼지,S-LOCATION O O
거제도 황사 알려줄래,S-LOCATION O O
금오도 황사 궁금해요,S-LOCATION O O
자은도 황사 알려주세요,S-LOCATION O O
가거도 황사 미세먼지,S-LOCATION O O
청산도 가려는데 오늘 황사 궁금해요,S-LOCATION O S-DATE O O
보길도 가는데 미세먼지 알려줘,S-LOCATION O O O
거문도 가려는데 오늘 황사 미세먼지,S-LOCATION O S-DATE O O
흑산도 가려는데 오늘 미세먼지 알려줘,S-LOCATION O S-DATE O O
백령도 오늘 황사 알려줘,S-LOCATION S-DATE O O
안면도 황사 오늘 미세먼지,S-LOCATION O S-DATE O
강화도 가려는데 오늘 미세먼지 궁금해요,S-LOCATION O S-DATE O O
대부도 가려는데 오늘 황사 미세먼지,S-LOCATION O S-DATE O O
ㅋㅋ 독도 가려는데 황사 알려줄래,O S-LOCATION O O O
울릉도 가는데 황사 알려줘,S-LOCATION O O O
부평구 가려는데 미세먼지 알려줘,S-LOCATION O O O
그럼 방배동 오늘 황사 알려줘,O S-LOCATION S-DATE O O
상암동 황사 알려줄래,S-LOCATION O O
논현동 황사좀 알려줘,S-LOCATION O O
삼성동 오늘 미세먼지 알려줘,S-LOCATION S-DATE O O
개봉동 가는데 황사 미세먼지,S-LOCATION O O O
신수동 가는데 미세먼지 알려줘,S-LOCATION O O O
잠실 가려는데 근처 황사 알려줘,S-LOCATION O O O O
가락동 가는데 황사 알려줘,S-LOCATION O O O
부산 종로 오늘 미세먼지 알려줘,B-LOCATION E-LOCATION S-DATE O O
월계동 미세먼지 궁금해요,S-LOCATION O O
여의도 가는데 오늘 미세먼지 어때요,S-LOCATION O S-DATE O O
문정동 가는데 황사 어떤가요,S-LOCATION O O O
대포동 가려는데 오늘 황사 미세먼지,S-LOCATION O S-DATE O O
경주 가는데 오늘 미세먼지 어때,S-LOCATION O S-DATE O O
그럼 먼지 알려주겠니,O O O
먼지 정보 알려주세요 ㅋㅋ,O O O O
그 때 미세먼지 어떨까 ㅎㅎ,O O O O O
아 그 때 먼지 좋으려나,O O O O O
어후 미세먼지 어떨 것 같은데,O O O O O
아니 미세먼지 어떨까 ㅋㅋ,O O O O
야 미세먼지 말해줄래,O O O
혹시 미세먼지 어떠니,O O O
그럼 나 미세먼지 알려줘,O O O O
아니 지금 먼지 어떠냐,O S-DATE O O
야 미세먼지 어때 알려줘봐,O O O O
그럼 토요일 먼지 알려줘,O S-DATE O O
아니 야 잠깐 미세먼지 어떠려나,O O O O O
그러면 전주 미세먼지 어떤지 말해줘,O S-LOCATION O O O
글면 미세먼지 궁금해서 물어봤어,O O O O
그럼 이제 먼지 알려주세요,O O O O
아니 지금 미세먼지 어떠려나,O S-LOCATION O O
그러면 현재 미세먼지 어떠려나,O S-DATE O O
그럼 이제 토요일 먼지 알려주겠니,O O S-DATE O O
ㅋㅋㅋ 먼지 궁금해,O O O
지금 ㅋㅋ 먼지 어떤데,S-DATE O O O
ㅋㅋㅋㅋ 저기 지금 미세먼지 어떠냐,O O S-DATE O O
먼지 완전 문젠데 ㅋㅋ,O O O O
ㅎㅎ 세종 먼지 한 번 알려줘,O S-LOCATION O O O O
그러면 나 이제 모레 미세먼지 어떨까 궁금해,O O O S-DATE O O O
미세먼지 심할까 궁금하네요 이제,O O O O
구로구 근처 미세먼지 심할까,S-LOCATION O O O
부산시 종루구 미세먼지 알려줄래,B-LOCATION E-LOCATION O O
그러면 부산시 용산구 미세먼지 알려줘,O B-LOCATION E-LOCATION O O
부산 여행 갈건데 미세먼지 어떠냐고,S-LOCATION O O O O
나 전주 여행 간다 미세먼지 알려줘라,O S-LOCATION O O O O
수요일 나 부산 여행 가는데 미세먼지 심할까 궁금하네,S-DATE O S-LOCATION O O O O O
아 ㅋㅋㅋ 부산 미세먼지 알려줘,O O S-LOCATION O O
그러면 마포구 지금 미세먼지 심할까 심해지냐,O S-LOCATION S-DATE O O O
은평구 현재 미세먼지 어떨까,S-LOCATION S-DATE O O
아 맞다 미세먼지 심할까 좀 알려줄래,O O O O O O
관악구 미세먼지 먼지,S-LOCATION O O
미세먼지 알려주겠니,O O
미세먼지 정보 알려주세요,O O O
그 때 미세먼지 심할까,O O O O
그 때 미세먼지 좋으려나,O O O O
미세먼지 어떨 것 같은데,O O O O
미세먼지 어때,O O
미세먼지 말해줄래,O O
미세먼지 어떠니,O O
먼지 많이 꼈나,O O O
미세먼지 어떠냐,O O
야 미세먼지 어때,O O O
그럼 과천 미세먼지 심할까,O S-LOCATION O O
그럼 증평 미세먼지 심할까,O S-LOCATION O O
그럼 양구 미세먼지 어때,O S-LOCATION O O
그럼 상주 마스크 써야 할까,O S-LOCATION O O O
그럼 계룡 미세먼지 어때,O S-LOCATION O O
그럼 거제 미세먼지 심할까,O S-LOCATION O O
그럼 제주 미세먼지,O S-LOCATION O
그럼 영월 미세먼지,O S-LOCATION O
그럼 구례 미세먼지 맑니,O S-LOCATION O O
그럼 나주 마스크 챙겨야해,O S-LOCATION O O
그럼 동두천 미세먼지,O S-LOCATION O
그럼 진도 미세먼지 심할까,O S-LOCATION O O
그럼 양주 미세먼지,O S-LOCATION O
그럼 상주 미세먼지,O S-LOCATION O
그럼 오산 미세먼지 심할까,O S-LOCATION O O
그럼 남원 미세먼지 심할까,O S-LOCATION O O
그럼 거제 마스크 필요하니,O S-LOCATION O O
그럼 철원 미세먼지,O S-LOCATION O
동작구 초미세먼지 심할지 알려줄 수 있니,S-LOCATION O O O O O
서대문구 초미세먼지 심할지 알려줄 수 있니,S-LOCATION O O O O O
종로구 초미세먼지 심할지 알아봐줘,S-LOCATION O O O
노원구 미세먼지 심할지 알아봐줘,S-LOCATION O O O
강북구 미세먼지 어떤지 알려주라,S-LOCATION O O O
도봉구 미세먼지 어떤지 말해 줘봐,S-LOCATION O O O O
용산구 초미세먼지 심할지 알려줘,S-LOCATION O O O
강남구 미세먼지 알려주세요,S-LOCATION O O
광진구 미세먼지 심할지 말해 줘,S-LOCATION O O O O
은평구 미세먼지 심할지 알려줄 수 있니,S-LOCATION O O O O O
강서구 미세먼지 말해 주라,S-LOCATION O O O
서대문구 초미세먼지 어떤지 말해 줘,S-LOCATION O O O O
동대문구 초미세먼지 심할지 말해 주세요,S-LOCATION O O O O
중랑구 미세먼지 심할지 부탁 해,S-LOCATION O O O O
영등포구 초미세먼지 심할지 알려줄 수 있니,S-LOCATION O O O O O
금천구 미세먼지 심할지 알려줄래,S-LOCATION O O O
강서구 미세먼지 말해 줘봐,S-LOCATION O O O
강북구 초미세먼지 심할지 말해 줘,S-LOCATION O O O O
금천구 미세먼지 어떤지 말해 줘봐,S-LOCATION O O O O
서초구 미세먼지 말해 주세요,S-LOCATION O O O
강남구 초미세먼지 심할지 알려주세요,S-LOCATION O O O
강동구 미세먼지 말해 줘,S-LOCATION O O O
강북구 초미세먼지 어떤지 말해 주세요,S-LOCATION O O O O
용산구 초미세먼지 심할지 말해 줘,S-LOCATION O O O O
성동구 초미세먼지 심할지 말해 줄 수 있니,S-LOCATION O O O O O O
강남구 미세먼지 어떤지 말해 줘,S-LOCATION O O O O
종로구 미세먼지 어떤지 알려주라,S-LOCATION O O O
송파구 초미세먼지 어떤지 알려줘,S-LOCATION O O O
양천구 초미세먼지 어떤지 알아봐줘,S-LOCATION O O O
서대문구 미세먼지 어떤지 말해 주세요,S-LOCATION O O O O
동대문구 미세먼지 어떤지 부탁 합니다,S-LOCATION O O O O
영등포구 초미세먼지 어떤지 말해 줄 수 있니,S-LOCATION O O O O O O
노원구 미세먼지 심할지 알려줄래,S-LOCATION O O O
마포구 초미세먼지 어떤지 알려줘,S-LOCATION O O O
마포구 미세먼지 부탁 해,S-LOCATION O O O
은평구 초미세먼지 어떤지 말해 주세요,S-LOCATION O O O O
도봉구 미세먼지 심할지 알려줄 수 있니,S-LOCATION O O O O O
서대문구 미세먼지 심할지 알려줘,S-LOCATION O O O
송파구 초미세먼지 심할지 부탁 해,S-LOCATION O O O O
강서구 초미세먼지 심할지 말해 줘봐,S-LOCATION O O O O
마포구 미세먼지 심할지 알려주라,S-LOCATION O O O
종로구 미세먼지 어떤지 말해 줘봐,S-LOCATION O O O O
마포구 미세먼지 심할지 알 수 있을까,S-LOCATION O O O O O
마포구 초미세먼지 심할지 말해 주라,S-LOCATION O O O O
송파구 초미세먼지 심할지 말해 주세요,S-LOCATION O O O O
마포구 미세먼지 알려줄래,S-LOCATION O O
용산구 초미세먼지 심할지 알려줄 수 있니,S-LOCATION O O O O O
서초구 초미세먼지 어떤지 부탁 해,S-LOCATION O O O O
은평구 초미세먼지 어떤지 말해 줘,S-LOCATION O O O O
종로구 초미세먼지 심할지 알려줘,S-LOCATION O O O
마포구 미세먼지 심할지 말해 주세요,S-LOCATION O O O O
송파구 미세먼지 어떤지 말해 주세요,S-LOCATION O O O O
노원구 초미세먼지 심할지 알려줄래,S-LOCATION O O O
중랑구 미세먼지 알려줄래,S-LOCATION O O
성동구 초미세먼지 어떤지 알려줄래,S-LOCATION O O O
강남구 초미세먼지 어떤지 알려줄래,S-LOCATION O O O
용산구 미세먼지 부탁 합니다,S-LOCATION O O O
서대문구 미세먼지 알고싶어,S-LOCATION O O
동대문구 초미세먼지 어떤지 알려주세요,S-LOCATION O O O
강남구 초미세먼지 어떤지 말해 줘,S-LOCATION O O O O
중구 미세먼지 어떤지 부탁 합니다,S-LOCATION O O O O
도봉구 미세먼지 말해 주라,S-LOCATION O O O
마포구 초미세먼지 어떤지 알려주라,S-LOCATION O O O
부산 중랑구 미세먼지,B-LOCATION E-LOCATION O
부산 동작구 마스크 필요할까,B-LOCATION E-LOCATION O O
부산 강북구 미세먼지 심할까,B-LOCATION E-LOCATION O O
부산 구로구 마스크 챙겨야해,B-LOCATION E-LOCATION O O
부산 도봉구 미세먼지,B-LOCATION E-LOCATION O
부산 동대문구 미세먼지 심할까,B-LOCATION E-LOCATION O O
부산 양천구 미세먼지,B-LOCATION E-LOCATION O
부산 중랑구 마스크 필요해,B-LOCATION E-LOCATION O O
부산 도봉구 미세먼지 어떠냐,B-LOCATION E-LOCATION O O
부산 양천구 미세먼지 어떠니,B-LOCATION E-LOCATION O O
부산 금천구 미세먼지,B-LOCATION E-LOCATION O
부산 강서구 미세먼지,B-LOCATION E-LOCATION O
부산 중구 마스크 써야하니,B-LOCATION E-LOCATION O O
부산 강서구 미세먼지 어떠냐,B-LOCATION E-LOCATION O O
부산 서대문구 미세먼지 어떠니,B-LOCATION E-LOCATION O O
부산 종로구 미세먼지 어때,B-LOCATION E-LOCATION O O
부산 서초구 미세먼지 어때,B-LOCATION E-LOCATION O O
부산 동작구 미세먼지 심할까,B-LOCATION E-LOCATION O O
부산 관악구 미세먼지 심할까,B-LOCATION E-LOCATION O O
부산 중랑구 미세먼지 심할까,B-LOCATION E-LOCATION O O
부산 송파구 미세먼지 맑니,B-LOCATION E-LOCATION O O
부산 강남구 공기상태,B-LOCATION E-LOCATION O
부산 종로구 미세먼지 심할까,B-LOCATION E-LOCATION O O
부산 노원구 미세먼지 심할까,B-LOCATION E-LOCATION O O
부산 서초구 미세먼지,B-LOCATION E-LOCATION O
부산 동작구 마스크 챙길까,B-LOCATION E-LOCATION O O
부산 송파구 초미세먼지 어떨까,B-LOCATION E-LOCATION O O
부산 양천구 초미세먼지 심하냐고,B-LOCATION E-LOCATION O O
부산 노원구 마스크 써야하니,B-LOCATION E-LOCATION O O
부산 서초구 마스크 챙겨야 할까,B-LOCATION E-LOCATION O O O
부산 금천구 초미세먼지 심하냐고,B-LOCATION E-LOCATION O O
부산 강서구 미세먼지 심할까,B-LOCATION E-LOCATION O O
부산 마포구 미세먼지 어때,B-LOCATION E-LOCATION O O
부산 도봉구 마스크 챙겨야 할까,B-LOCATION E-LOCATION O O O
부산 구로구 미세먼지 어떨까,B-LOCATION E-LOCATION O O
부산 노원구 초미세먼지 어때,B-LOCATION E-LOCATION O O
부산 중구 마스크 챙길까,B-LOCATION E-LOCATION O O
대구 은평구 미세먼지,B-LOCATION E-LOCATION O
대구 노원구 미세먼지 맑니,B-LOCATION E-LOCATION O O
대구 금천구 마스크 필요하냐,B-LOCATION E-LOCATION O O
대구 용산구 미세먼지 심할까,B-LOCATION E-LOCATION O O
대구 중구 미세먼지,B-LOCATION E-LOCATION O
대구 강북구 미세먼지,B-LOCATION E-LOCATION O
대구 영등포구 미세먼지,B-LOCATION E-LOCATION O
대구 서대문구 미세먼지 심할까,B-LOCATION E-LOCATION O O
대구 강동구 마스크 필요하니,B-LOCATION E-LOCATION O O
대구 중랑구 미세먼지,B-LOCATION E-LOCATION O
대구 종로구 마스크 써야하니,B-LOCATION E-LOCATION O O
대구 노원구 미세먼지,B-LOCATION E-LOCATION O
대구 동대문구 미세먼지,B-LOCATION E-LOCATION O
대구 은평구 미세먼지 어때,B-LOCATION E-LOCATION O O
대구 강북구 미세먼지 심할까,B-LOCATION E-LOCATION O O
대구 강서구 미세먼지,B-LOCATION E-LOCATION O
대구 도봉구 마스크 필요해,B-LOCATION E-LOCATION O O
대구 강북구 미세먼지 어떠냐,B-LOCATION E-LOCATION O O
대구 송파구 마스크 가져가야하니,B-LOCATION E-LOCATION O O
대구 용산구 미세먼지,B-LOCATION E-LOCATION O
대구 광진구 미세먼지 어떠니,B-LOCATION E-LOCATION O O
대구 송파구 초미세먼지 어때,B-LOCATION E-LOCATION O O
대구 강서구 초미세먼지 심하냐고,B-LOCATION E-LOCATION O O
대구 성동구 미세먼지,B-LOCATION E-LOCATION O
대구 금천구 마스크 챙겨야해,B-LOCATION E-LOCATION O O
대구 영등포구 미세먼지 어떠니,B-LOCATION E-LOCATION O O
대구 강북구 마스크 써야 할까,B-LOCATION E-LOCATION O O O
대구 용산구 미세먼지 심할까,B-LOCATION E-LOCATION O O
대구 강남구 미세먼지 심할까,B-LOCATION E-LOCATION O O
대구 용산구 미세먼지,B-LOCATION E-LOCATION O
대구 성동구 마스크 가져가야하니,B-LOCATION E-LOCATION O O
대구 중랑구 미세먼지,B-LOCATION E-LOCATION O
대구 강북구 미세먼지 심할까,B-LOCATION E-LOCATION O O
대구 도봉구 초미세먼지 어떨까,B-LOCATION E-LOCATION O O
대구 동대문구 미세먼지,B-LOCATION E-LOCATION O
대구 관악구 마스크 써야하니,B-LOCATION E-LOCATION O O
대구 관악구 미세먼지,B-LOCATION E-LOCATION O
대구 노원구 미세먼지 어떨까,B-LOCATION E-LOCATION O O
대구 종로구 공기상태,B-LOCATION E-LOCATION O
대구 강서구 초미세먼지 어떨까,B-LOCATION E-LOCATION O O
대구 강남구 미세먼지,B-LOCATION E-LOCATION O
인천 강동구 미세먼지,B-LOCATION E-LOCATION O
인천 서대문구 마스크 써야하니,B-LOCATION E-LOCATION O O
인천 동작구 마스크 필요하냐,B-LOCATION E-LOCATION O O
인천 중랑구 미세먼지 공기,B-LOCATION E-LOCATION O O
인천 양천구 미세먼지,B-LOCATION E-LOCATION O
인천 노원구 미세먼지 어때,B-LOCATION E-LOCATION O O
인천 송파구 미세먼지 심할까,B-LOCATION E-LOCATION O O
인천 강남구 미세먼지 어떠냐,B-LOCATION E-LOCATION O O
인천 중구 미세먼지 공기상태,B-LOCATION E-LOCATION O O
인천 구로구 미세먼지 어떠니,B-LOCATION E-LOCATION O O
인천 도봉구 미세먼지 어떠니,B-LOCATION E-LOCATION O O
인천 강북구 미세먼지,B-LOCATION E-LOCATION O
인천 동작구 마스크 필요하니,B-LOCATION E-LOCATION O O
인천 관악구 마스크 챙겨야해,B-LOCATION E-LOCATION O O
인천 성동구 미세먼지,B-LOCATION E-LOCATION O
인천 노원구 마스크 필요하니,B-LOCATION E-LOCATION O O
인천 성동구 미세먼지 심할까,B-LOCATION E-LOCATION O O
인천 중랑구 미세먼지 심할까,B-LOCATION E-LOCATION O O
인천 광진구 미세먼지,B-LOCATION E-LOCATION O
인천 구로구 마스크 써야하니,B-LOCATION E-LOCATION O O
인천 성북구 마스크 필요해,B-LOCATION E-LOCATION O O
인천 동작구 마스크 쓸까,B-LOCATION E-LOCATION O O
인천 성동구 초미세먼지 어떨까,B-LOCATION E-LOCATION O O
광주 광진구 미세먼지 어때,B-LOCATION E-LOCATION O O
광주 강동구 미세먼지,B-LOCATION E-LOCATION O
광주 종로구 미세먼지,B-LOCATION E-LOCATION O
광주 강서구 미세먼지,B-LOCATION E-LOCATION O
광주 강남구 미세먼지 공기상태,B-LOCATION E-LOCATION O O
광주 영등포구 미세먼지,B-LOCATION E-LOCATION O
광주 동대문구 미세먼지 공기,B-LOCATION E-LOCATION O O
광주 광진구 미세먼지,B-LOCATION E-LOCATION O
광주 동대문구 공기상태,B-LOCATION E-LOCATION O
광주 금천구 마스크 가져갈까,B-LOCATION E-LOCATION O O
광주 광진구 미세먼지,B-LOCATION E-LOCATION O
